CONTA;TÍTULO;FUNÇÃO;NATUREZA DO SALDO ;EXEERCÍCIO DO STATUS INATIVA;INDICADOR DO SUPERÁVIT FINANCEIRO ;Nº REGISTRO OBRIG. ;ATRIBUTO OBRIG. - Inclusão (I), Exclusão (E) ou Alteração (A);EXERCÍCIO DA ATUALIZAÇÃO DO ATRIBUTO OBRIGATÓRIO;SISTEMA;DETLAHMENTO SISTEMA;MSC;CONTA CORRENTE;Reduzido;ANALITICA
2288502;GARANTIAS;Registra a garantia do cumprimento de uma obrigação, que se efetiva com o oferecimento de bens ou recursos financeiros ou ainda retenções de um percentual do valor do contrato como garantia de cumprimento do mesmo.;C;;F;16;;;;;;;;N
2288503;DEPOSITOS JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos por determinação judicial e depósitos para recursos judiciais.;C;;F;16;;;;;;;;N
2288504;DEPOSITOS NAO JUDICIAIS;Registra os valores de obrigações, decorrentes de depósitos recebidos, exceto depósitos judiciais.;C;;F;16;;;;;;;;N
2288508;PRECATÓRIOS;Registra contrapartida dos valores do ente público depositados em conta especial para pagamento de precatórios.;C;;F;16;;;;;;;;N
2288599;OUTROS VALORES RESTITUIVEIS;Registra outros valores restituíveis em posse da entidade, no papel de fiel depositaria.;C;;F;16;;;;;;;;N
311120000;REMUNERAÇÃO A PESSOAL ATIVO CIVIL - ABRANGIDOS PELO RPPS - INTRA OFSS;Registra a remuneração do pessoal ativo civil abrangidos pelo RPPS, correspondente ao somatório das variações patrimoniais diminutivas com subsídios, vencimentos e vantagens pecuniárias fixas e variáveis estabelecidas em lei decorrentes do pagamento pelo efetivo exercício do cargo ou função de confiança no setor público. Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;D;;;0;;;0;;1;;Todas instituições fonte 100;S
312540000;CONTRIBUIÇÕES A ENTIDADES FECHADAS DE PREVIDÊNCIA - INTER OFSS - ESTADO;Registra o valor total das variações patrimoniais diminutivas relacionadas ao regime de previdência privada, de caráter complementar, organizado de forma autônoma em relação ao regime geral de previdência social, de caráter facultativo, baseado na constituição de reservas que garantam o benefício, nos termos do caput do art. 202 da constituição federal. Entende-se por entidades fechadas aquelas acessíveis, na forma regulamentada pelo órgão regulador e fiscalizador, exclusivamente aos empregados de uma empresa ou grupo de empresas e aos servidores da União, dos estados, do distrito federal e dos municípios, entes denominados patrocinadores. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;D;;;0;;;0;;1;;Todas instituições fonte 100;S
329120000;OUTROS BENEFÍCIOS ASSISTENCIAIS - SERVIDOR CIVIL - INTRA - OFSS;Registra outras variações patrimoniais diminutivas, relacionadas com benefícios assistenciais ao servidor civil ou seus dependentes, não abrangidas nos grupos anteriores.  Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;D;;;0;;;0;;1;;Todas instituições fonte 100;S
329920000;OUTROS BENEFÍCIOS ASSISTENCIAIS - INTRA OFSS;Registra as variações patrimoniais diminutivas provenientes de outros benefícios assistenciais. Compreende os saldos que serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS) do ente.;D;;;0;;;0;;1;;Todas instituições fonte 100;S
345000000;REMUNERAÇÃO NEGATIVA DE DEPÓSITOS BANCÁRIOS E APLICAÇÕES FINANCEIRAS;Compreende o valor total das variações patrimoniais diminutivas decorrentes da remuneração do saldo dos depósitos bancários do ente existentes no agente financeiro, bem como aplicação de recursos da conta única de acordo com a rentabilidade média intrínseca dos títulos do Tesouro.;D;;;;;;0;;1;;;N
345100000;REMUNERAÇÃO NEGATIVA DE DEPÓSITOS BANCÁRIOS;Compreende a variação patrimonial diminutiva decorrente da remuneração dos depósitos bancários do ente existentes no agente financeiro.;D;;;;;;0;;1;;;N
345110000;REMUNERAÇÃO NEGATIVA DE DEPÓSITOS BANCÁRIOS - CONSOLIDAÇÃO;Registra a variação patrimonial diminutiva decorrente da remuneração dos depósitos bancários do ente existentes no agente financeiro. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;D;;;;;;0;;1;;Todas instituições fonte 100;S
345200000;REMUNERAÇÃO NEGATIVA DE APLICAÇÕES FINANCEIRAS;Compreende a variação patrimonial diminutiva proveniente da remuneração de depósitos bancários, recursos oriundos de aplicações de entidades da administração pública no mercado financeiro, autorizadas por lei, em caderneta de poupança, fundo de investimento, contas remuneradas e outros.;D;;;;;;0;;1;;;N
345210000;REMUNERAÇÃO NEGATIVA DE APLICAÇÕES FINANCEIRAS - CONSOLIDAÇÃO;Registra a variação patrimonial diminutiva proveniente da remuneração de depósitos bancários, recursos oriundos de aplicações de entidades da administração pública no mercado financeiro, autorizadas por lei, em caderneta de poupança, fundo de investimento, contas remuneradas e outros. Compreende os saldos que não serão excluídos nos demonstrativos consolidados do orçamento fiscal e da seguridade social (OFSS).;D;;;;;;0;;1;;Todas instituições fonte 100;S
352430100;OUTRAS TRANSFERÊNCIAS - INTER OFSS - UNIÃO;Compreende as variações patrimoniais diminutivas decorrentes demais transferências a União, estados, distrito federal, municípios, inclusive as entidades vinculadas, de bens e/ou valores. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e a União.;D;;;;;;0;;1;;;N
352430101;TRANSFERÊNCIAS CONCEDIDAS DE BENS IMÓVEIS- INTER UNIÃO;Registra o valor das transferências de bens imóveis entre o ente e a União;D;;;;;;0;;1;;Todas instituições fonte 100;S
352430102;DOAÇÕES CONCEDIDAS DE BENS IMÓVEIS- INTER UNIÃO;Registra o valor de doações de bens imóveis entre o ente e a União;D;;;;;;0;;1;;Todas instituições fonte 100;S
352430103;TRANFERÊNCIAS CONCEDIDAS DE BENS MÓVEIS - INTER UNIÃO;Registra o valor dos bens móveis entre o ente e a União;D;;;;;;0;;1;;Todas instituições fonte 100;S
352430104;DOAÇÕES CONCEDIDAS DE BENS MÓVEIS - INTER UNIÃO;Registra o valor de doações de bens móveis entre o ente e a União;D;;;;;;0;;1;;Todas instituições fonte 100;S
352430199;OUTRAS TRANSFERÊNCIAS - INTER UNIÃO;Registra o valor de outras transferências não classificadas nas contas anteriores entre o ente e a União.;D;;;;;;0;;1;;Todas instituições fonte 100;S
352440100;OUTRAS TRANSFERÊNCIAS - INTER OFSS - ESTADO;Registra as variações patrimoniais diminutivas decorrentes demais transferências a União, estados, distrito federal, municípios, inclusive as entidades vinculadas, de bens e/ou valores. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;D;;;;;;0;;1;;;N
352440101;TRANSFERÊNCIAS CONCEDIDAS DE BENS IMÓVEIS - INTER ESTADOS;Registra o valor das transferências de bens imóveis entre o ente e um estado;D;;;;;;0;;1;;Todas instituições fonte 100;S
352440102;DOAÇÕES CONCEDIDAS DE BENS IMÓVEIS - INTER ESTADOS;Registra o valor de doações de bens imóveis entre o ente e um estado;D;;;;;;0;;1;;Todas instituições fonte 100;S
352440103;TRANFERÊNCIAS CONCEDIDAS DE BENS MÓVEIS - INTER ESTADOS;Registra o valor dos bens móveis entre o ente e um estado;D;;;;;;0;;1;;Todas instituições fonte 100;S
352440104;DOAÇÕES CONCEDIDAS DE BENS MÓVEIS - INTER ESTADOS;Registra o valor de doações de bens móveis entre o ente e um estado;D;;;;;;0;;1;;Todas instituições fonte 100;S
352440199;OUTRAS TRANSFERÊNCIAS - INTER ESTADOS;Registra o valor de outras transferências não classificadas nas contas anteriores entre o ente e um estado;D;;;;;;0;;1;;Todas instituições fonte 100;S
352450100;OUTRAS TRANSFERÊNCIAS - INTER OFSS - MUNICÍPIO;Registra as variações patrimoniais diminutivas decorrentes demais transferências a União, estados, distrito federal, municípios, inclusive as entidades vinculadas, de bens e/ou valores. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.;D;;;;;;0;;1;;;N
352450101;TRANSFERÊNCIAS CONCEDIDAS DE BENS IMÓVEIS - INTER MUNICÍPIOS;Registra o valor das transferências de bens imóveis entre o ente e um município;D;;;;;;0;;1;;Todas instituições fonte 100;S
352450102;DOAÇÕES CONCEDIDAS DE BENS IMÓVEIS - INTER MUNICÍPIOS;Registra o valor de doações de bens imóveis entre o ente e um município;D;;;;;;0;;1;;Todas instituições fonte 100;S
352450103;TRANFERÊNCIAS CONCEDIDAS DE BENS MÓVEIS - INTER MUNICÍPIOS;Registra o valor dos bens móveis entre o ente e um município;D;;;;;;0;;1;;Todas instituições fonte 100;S
352450104;DOAÇÕES CONCEDIDAS DE BENS MÓVEIS - INTER MUNICÍPIOS;Registra o valor de doações de bens móveis entre o ente e um município;D;;;;;;0;;1;;Todas instituições fonte 100;S
352450199;OUTRAS TRANSFERÊNCIAS - INTER MUNICÍPIOS;Registra o valor de outras transferências não classificadas nas contas anteriores entre o ente e um município;D;;;;;;0;;1;;Todas instituições fonte 100;S
353110400;CONTRATO DE GESTÃO;Registra os valores transferidos às entidades privadas sem fins lucrativos por meio de contratos de gestão.;D;;;;;;0;;1;;Todas instituições fonte 100;S
361710800;DESVALORIZAÇÃO A VALOR JUSTO DOS INVESTIMENTOS TEMPORÁRIOS DO RPPS;Registra a variação patrimonial diminutiva decorrente do ajuste negativo a valor justo dos Investimentos Temporários do RPPS quando os investimentos são avaliados ou mensurados a valor justo (marcação a mercado).;D;;;;;;0;;1;;Todas instituições fonte 100;S
421110207;CONTRIBUIÇÃO EXTRAORDINÁRIA DE SERVIDOR, APOSENTADO E PENSIONISTA - RPPS;Registra a VPA oriunda de recolhimento de contribuição extraordinária da contribuição do servidor ativo, aposentado e pensionista para equacionamento do déficit atuarial prevista na EC nº 103/2019.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421340000;CONTRIBUIÇÃO SOBRE A RECEITA OU O FATURAMENTO -  INTER OFSS - ESTADO;Registra a contribuição do empregador, da empresa e da entidade a ela equiparada na forma da lei, incidentes sobre a receita ou o faturamento, como por exemplo: COFINS, PIS/PASEP. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421350000;CONTRIBUIÇÃO SOBRE A RECEITA OU O FATURAMENTO -  INTER OFSS - MUNICÍPIO;Registra a contribuição do empregador, da empresa e da entidade a ela equiparada na forma da lei, incidentes sobre a receita ou o faturamento, como por exemplo: COFINS, PIS/PASEP. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421440000;CONTRIBUIÇÃO SOBRE O LUCRO - INTER OFSS - ESTADO;Registra a contribuição do empregador, da empresa e da entidade a ela equiparada na forma da lei, incidentes sobre o lucro, como por exemplo: CSLL. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421450000;CONTRIBUIÇÃO SOBRE O LUCRO - INTER OFSS - MUNICÍPIO;Registra a contribuição do empregador, da empresa e da entidade a ela equiparada na forma da lei, incidentes sobre o lucro, como por exemplo: CSLL. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421540000;CONTRIBUIÇÃO SOBRE RECEITA DE CONCURSO DE PROGNOSTICO - INTER OFSS - ESTADO;Registra a contribuição sobre a receita de concursos de prognósticos, que são todos e quaisquer concursos de sorteios de números, loterias, apostas, inclusive as realizadas em reuniões hípicas, nos âmbitos federal, estadual, do Distrito Federal e municipais. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421550000;CONTRIBUIÇÃO SOBRE RECEITA DE CONCURSO DE PROGNOSTICO - INTER OFSS - MUNICÍPIO;Registra a contribuição sobre a receita de concursos de prognósticos, que são todos e quaisquer concursos de sorteios de números, loterias, apostas, inclusive as realizadas em reuniões hípicas, nos âmbitos federal, estadual, do Distrito Federal e municipais. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421640000;CONTRIBUIÇÃO DO IMPORTADOR DE BENS OU SERVIÇOS DO EXTERIOR -  INTER OFSS - ESTADO;Registra a contribuição social paga pelo importador de bens ou serviços do exterior, ou de quem a lei a ele equiparar. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421650000;CONTRIBUIÇÃO DO IMPORTADOR DE BENS OU SERVIÇOS DO EXTERIOR - INTER OFSS - MUNICÍPIO;Registra a contribuição social paga pelo importador de bens ou serviços do exterior, ou de quem a lei a ele equiparar. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um Município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421940000;OUTRAS CONTRIBUIÇÕES SOCIAIS - INTER OFSS - ESTADO;Registra o valor de outras contribuições sociais, não classificadas em itens específicos. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
421950000;OUTRAS CONTRIBUIÇÕES SOCIAIS - INTER OFSS - MUNICÍPIO;Registra o valor de outras contribuições sociais, não classificadas em itens específicos. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um Município.;C;;;;;;0;;1;;Todas instituições fonte 100;S
422140000;CONTRIBUIÇÕES DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - INTER OFSS - ESTADO;Registra as contribuições de intervenção no domínio econômico, como por exemplo, a CIDE combustível. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um estado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
422150000;CONTRIBUIÇÕES DE INTERVENÇÃO NO DOMÍNIO ECONÔMICO - INTER OFSS - MUNICÍPIO;Registra as contribuições de intervenção no domínio econômico, como por exemplo, a CIDE combustível. Compreende os saldos que serão excluídos nos demonstrativos consolidados do Orçamento Fiscal e da Seguridade Social (OFSS) de entes públicos distintos, resultantes das transações entre o ente e um Município;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120100;PRESTAÇÃO DE SERVICOS DE TREINAMENTO;Registra as variações patrimoniais aumentativas provenientes da prestação de instrução.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120200;EXPLORAÇÃO DO PATRIMONIO IMOBILIARIO;Registra o valor das variações patrimoniais aumentativas provenientes da utilização, por terceiros, de bens imóveis pertencentes ao setor público.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120300;PRESTAÇÃO DE SERVICOS DE LOCAÇÃO;Registra as variações patrimoniais aumentativas provenientes de alugueis, exceto alugueis de imóveis, que já possui rubrica própria.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120400;PRESTAÇÃO DE SERVICOS DE PESQUISAS E ANALISES;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de pesquisas e analise.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120500;SERVICOS DE ESTUDOS E PESQUISAS;Registra as variações patrimoniais aumentativas provenientes de serviços de pesquisas e estudos técnico-sociais, econômicos, científicos, culturais etc., realizadas sob contrato.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120600;PRESTAÇÃO DE SERVICOS DE CONSULTORIA;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de assessoria e consultoria.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120700;SERVICOS CONSULT.ASSIST.TEC. ANALISE PROJETOS;Registra as variações patrimoniais aumentativas provenientes de serviços de consultoria, assistência técnica e análise de projetos prestados. VPA proporcionada por consultorias técnico-financeiras, assessoria, organização e administração de empresas, auditoria, contabilidade e escrituração, perícias contábeis, análise de projetos, etc.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120800;PRESTAÇÃO DE SERVICOS RELACIONADOS A T.I;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços relacionados a tecnologia da informação.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433120900;PRESTAÇÃO DE SERVICOS DE ADM. DE REDE DE COMUNIC. DE DADOS;Registra as variações patrimoniais aumentativas provenientes da prestação serviços de gerenciamento de redes de comunicação de dados.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121000;SERVICOS DE PROCESSAMENTO DE DADOS;Registra as variações patrimoniais aumentativas provenientes de serviços de processamentos de dados prestados. VPA decorrente de prestação de serviços de processamento de dados para terceiros: preparo de programa, análise de sistemas, digitação, conferencia, etc.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121100;SERVICO DE INFORMAÇÕES CIENTIFICAS E TECNOLOGICAS;Registra as variações patrimoniais aumentativas provenientes de serviços de informações cientificas e tecnológicas.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121200;PRESTAÇÃO DE SERVICOS CIENTIFICOS E TECNOLOGICOS NUCLEARES;"Registra as variações patrimoniais aumentativas provenientes da prestação serviços que envolvam informação cientifica e tecnológica, aplicações de técnicas nucleares
e radioisótopos, metrologia cientifica e industrial, radiometria e dosimetria, consultorias assistência técnica, análise de projetos, estudos, pesquisas e desenvolvimento da energia nuclear.";C;;;;;;0;;1;;Todas instituições fonte 100;S
433121300;SERVICOS DE TECNOLOGIA;"Registra as variações patrimoniais aumentativas provenientes de serviços tecnológicos prestados. VPA proporcionada por:
 a) analises químicas, ensaios físicos e mecânicos, controle e experimentação qualitativa de matérias-primas, insumos e produtos fabricados; padronização e especificação de produtos; ajustes dos processos e técnicas de produção industrial (sistema de tecnologia) b) especificação e controle de qualidade de medicamentos, insumos farmacêuticos, drogas, cosméticos, produtos químicos, alimentos, e outros, por meio de provas especificas de identificação, de pureza e detestes de contaminação microbiológica.";C;;;;;;0;;1;;Todas instituições fonte 100;S
433121400;SERVICOS DE COMUNICAÇÃO;"Registra as variações patrimoniais aumentativas provenientes de atividades de comunicação, conforme descrição abaixo: a) serviço postal, de entrega e transporte de volumes e correspondências; b) serviço de comunicação telefônica local, interurbana e internacional e de transmissão de dados; c) serviço de radiodifusão e de agenciamento de publicidade.";C;;;;;;0;;1;;Todas instituições fonte 100;S
433121500;PRESTAÇÃO DE SERVICOS RELACIONADOS A ARMAZENAGEM;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de armazenagem.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121600;PRESTAÇÃO DE SERVICOS COMPLEMENTARES;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços complementares quando da estocagem em armazenagem.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121700;PRESTAÇÃO DE SERVICOS RELACIONADOS AO BENEFICIAMENTO DE GRAOS;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de beneficiamento de grãos.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121800;PRESTAÇÃO DE SERVICOS RECEPÇÃO E EMBARQUE DE PRODUTOS;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de movimentação dos produtos nos armazéns/caminhão.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433121900;PRESTAÇÃO DE SERVICOS SERVICO DE TRANSBORDO;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de transbordo de mercadorias de trem para caminhão e vice-versa.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122000;FORNECIMENTO DE MAO-DE-OBRA;Registra as variações patrimoniais aumentativas provenientes do fornecimento de mão-de-obra.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122100;PRESTAÇÃO DE SERVICOS DE DISTRIB. DE GENEROS ALIMENTICIOS;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de distribuição de gêneros alimentícios.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122200;SERVICOS DE HOSPEDAGEM E ALIMENTAÇÃO;Registra as variações patrimoniais aumentativas provenientes de serviços de hospedagem e alimentação prestados. VPA proporcionada por hospedagem, com ou sem alimentação, fornecimento de refeições, lanches e bebidas para consumo imediato. Excluem as VPA provenientes de empresas fornecedoras de alimentos preparados para hospitais, fabricas, etc. Que se classificam em VPA de produtos alimentares.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122300;CONCESSAO E PERMISSAO - SERV. DE TRANSPORT;Registra as variações patrimoniais aumentativas associadas a outorga dos serviços públicos de transporte a iniciativa privada, proveniente da atuação da fiscalização, da normatização e do controle dos serviços concedidos.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122400;OUTORGA SERV. EXPL. PROD PETR. GAS NATURAL;Registra as variações patrimoniais aumentativas provenientes de atividades de exploração, desenvolvimento e produção de petróleo e gás natural, exercidas mediante contratos de concessão.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122500;OUTORGA DE DIREITOS DE USO DE REC. HIDR.;Registra as variações patrimoniais aumentativas provenientes de outorga a particulares de direitos de uso da agua.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122600;OUTORGA DIREITOS DE EXPL. E PESQ. MINER;Registra as variações patrimoniais aumentativas provenientes da compensação financeira pela exploração de recursos minerais devido por todas as empresas que realizam o aproveitamento de uma jazida mineral garantida a essas a propriedade do produto da lavra.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122700;CONCESSAO FLORESTAL;Registra as variações patrimoniais aumentativas provenientes de atividades de exploração e gestão de direitos de uso de florestas públicas, recursos florestais, produtos e serviços delas decorrentes, para produção sustentável, exercidas mediante contratos de concessão, a particulares que estejam em condições de atender as exigências do respectivo edital de licitação e que demonstrem capacidade para seu desempenho, por sua conta e risco e prazo determinado.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122800;CONCESSAO E PERMISSAO. - DIR. USO DE BENS PUB;Registra as variações patrimoniais aumentativas provenientes da utilização e exploração de bens públicos por terceiros;C;;;;;;0;;1;;Todas instituições fonte 100;S
433122900;COMPENSAÇÕES FINANCEIRAS;"Registra as variações patrimoniais aumentativas provenientes dos recursos decorrentes do artigo 20, parágrafo 1º da constituição federal, o qual dispõe: ""e assegurada, nos termos da lei, aos estados, ao distrito federal e aos municípios, bem como aos órgãos da administração direta da União, participação no resultado da exploração de petróleo ou gás natural, de recursos hídricos para fins de geração de energia elétrica e de outros recursos minerais no respectivo território, plataforma continental, mar territorial ou zona economia exclusiva, ou compensação financeira por essa exploração"".";C;;;;;;0;;1;;Todas instituições fonte 100;S
433123000;SERVICOS DE TRANSPORTE;Registra as variações patrimoniais aumentativas provenientes de serviços de transporte rodoviário, ferroviário, hidroviário, aéreo, especiais e tarifa de pedágio.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123100;SERVICOS PORTUARIOS;Compreende/Registra as variações patrimoniais aumentativas provenientes de serviços portuários. Abrangem os recursos oriundos da exploração dos portos, terminais marítimos, atracadouros e ancoradouros, referentes a estiva, desestiva, dragagem, atracação, sinalização, comunicação náutica, docagem, etc....;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123200;SERVICOS DE SOCORRO MARITIMO;Compreende/Registra as variações patrimoniais aumentativas provenientes de serviço de socorro marítimo prestado. VPA de serviços de salvamento, por navio de socorro ou equipe de salvamento da marinha, de embarcação e cargas perigo (desencalhe, mergulho, outros socorros), bem como serviços de reboque marítimo, dentre outros.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123300;SERVICOS DE SAUDE;Registra as variações patrimoniais aumentativas provenientes da prestação de serviços de saúde: hospitalares gerais ou especializados, maternidade, centro de reabilitação, assistência médico-odontológica (inclusive ambulatorial), saúde pública, etc.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123400;CERTIFICAÇÃO E HOMOLOGAÇÃO DE PROD. TELECOM.;Registra as variações patrimoniais aumentativas provenientes de certificação e homologação de prod. Telecom.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123500;SERVICOS DE METROLOGIA E CERTIFICAÇÃO;Registra as variações patrimoniais aumentativas provenientes de serviços de metrologia e certificação prestados. VPA de serviços metrológicos em geral, tais como aferição de medidas e instrumentos de medir, serviços de arqueação de tanques para armazenagem, etc.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123600;SERVICOS DE INSPEÇÃO E FISCALIZAÇÃO;Registra as variações patrimoniais aumentativas provenientes de serviços de inspeção e fiscalização prestados. VPA proporcionada pela constatação das condições higiênico-sanitárias e técnicas de produtos ou estabelecimentos, ou resultantes de ação externa e direta dos órgãos do poder público destinada a verificação do cumprimento da legislação.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123700;SERVICOS ADMINISTRATIVOS;"Registra as variações patrimoniais aumentativas provenientes de serviços administrativos prestados, das atividades de apoio administrativo executadas em organizações de qualquer natureza, tais como: a) taxas de expedição de certificados; b) taxas de registro, renovação, vistoria, licença, cadastramento, etc. C) datilografia, microfilmagem, copias xerográficas, heliográficas, fotostáticas, etc. d) taxas de inscrição em concursos. e) taxa de administração de serviços. F) venda de editais.";C;;;;;;0;;1;;Todas instituições fonte 100;S
433123800;SERVICOS DE METEOROLOGIA;Compreende/Registra as variações patrimoniais aumentativas provenientes de serviços de meteorologia prestados. VPA proporcionada pelo fornecimento de dados meteorológicos e de pareceres técnicos, bem como conserto, comparação e aferição de equipamentos de meteorologia.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433123900;SERVICOS EDUCACIONAIS;Registra as variações patrimoniais aumentativas provenientes das atividades do sistema educacional, cuja natureza esteja diretamente relacionada a formação do educando (matriculas, anuidades, etc.). As VPA de atividades auxiliares, de apoio ou derivadas dos serviços educacionais propriamente ditos, devem ser classificadas nos títulos apropriados. Exemplos: matriculas e anuidades, serviços educacionais, taxas de expedição de documentos, copias xerográficas, heliográficas, etc, serviço de credenciamento, autorização e reconhecimento de cursos.;C;;;;;;0;;1;;Todas instituições fonte 100;S
433124000;SERVICOS AGROPECUARIOS;"Compreende/Registra as variações patrimoniais aumentativas provenientes de serviços agropecuário: a) preparo e correção de solos (destocamento, aração, gradeação, calagem, adubação, drenagem, irrigação, capina, desmatamento, etc.); b) semeadura e plantio; c) combate a pragas (pulverização, dedetização); d)colheita e preparação de produtos agrícolas; e)inseminação artificial; f)incubação de ovos; g)vacinação de animais; h) outros serviços auxiliares de agricultura e pecuária.";C;;;;;;0;;1;;Todas instituições fonte 100;S
